date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:43:51	2342/2342	---MCZ	200	added ('OK')	text/html	etag:W/%22591cd3fe-926%22	http://jthemes.org/demo-admin/cubic/cubic-html/503.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/503.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:51	31883/31883	---MCZ	200	added ('OK')	text/html	etag:W/%2259275480-7c8b%22	http://jthemes.org/demo-admin/cubic/cubic-html/starter-page.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/starter-page.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:52	32098/32098	---MCZ	200	added ('OK')	text/html	etag:W/%2259275484-7d62%22	http://jthemes.org/demo-admin/cubic/cubic-html/blank.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/blank.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:52	36208/36208	---MCZ	200	added ('OK')	text/html	etag:W/%2259275480-8d70%22	http://jthemes.org/demo-admin/cubic/cubic-html/search-result.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/search-result.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:53	43772/43772	---MCZ	200	added ('OK')	text/html	etag:W/%2259275486-aafc%22	http://jthemes.org/demo-admin/cubic/cubic-html/custom-scroll.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/custom-scroll.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:53	5834/5834	---MCZ	200	added ('OK')	text/html	etag:W/%22591c8798-16ca%22	http://jthemes.org/demo-admin/cubic/cubic-html/login.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/login.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:53	3311/3311	---MCZ	200	added ('OK')	text/html	etag:W/%22591cd48e-cef%22	http://jthemes.org/demo-admin/cubic/cubic-html/lock-screen.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/lock-screen.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:54	3235/3235	---MCZ	200	added ('OK')	text/html	etag:W/%22591cd4aa-ca3%22	http://jthemes.org/demo-admin/cubic/cubic-html/recoverpw.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/recoverpw.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:54	43516/43516	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad600-a9fc%22	http://jthemes.org/demo-admin/cubic/cubic-html/animation.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/animation.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:55	51387/51387	---MCZ	200	added ('OK')	text/html	etag:W/%225927547e-c8bb%22	http://jthemes.org/demo-admin/cubic/cubic-html/profile.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/profile.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:55	38344/38344	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad6c8-95c8%22	http://jthemes.org/demo-admin/cubic/cubic-html/invoice.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/invoice.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:56	47751/47751	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad69e-ba87%22	http://jthemes.org/demo-admin/cubic/cubic-html/gallery.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/gallery.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:56	38726/38726	---MCZ	200	added ('OK')	text/html	etag:W/%225927547c-9746%22	http://jthemes.org/demo-admin/cubic/cubic-html/pricing.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/pricing.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:56	4574/4574	---MCZ	200	added ('OK')	text/html	etag:W/%22591a50ae-11de%22	http://jthemes.org/demo-admin/cubic/cubic-html/register.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/register.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:57	33596/33596	---MCZ	200	added ('OK')	text/html	etag:W/%2259275484-833c%22	http://jthemes.org/demo-admin/cubic/cubic-html/calendar.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/calendar.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:58	5746/5746	---M--	200	added ('OK')	image/png	etag:%225902cea4-1672%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/1.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/1.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:58	6279/6279	---M--	200	added ('OK')	image/png	etag:%225902ce86-1887%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/2.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/2.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:59	5054/5054	---M--	200	added ('OK')	image/png	etag:%225902cec6-13be%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/3.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/3.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:03	25537/25537	---M--	200	added ('OK')	image/jpeg	etag:%2259054d5a-63c1%22	http://jthemes.org/demo-admin/cubic/plugins/images/task.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/task.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:10	63583/63583	---M--	200	added ('OK')	image/jpeg	etag:%2259247c7c-f85f%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/5.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/5.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:12	57077/57077	---M--	200	added ('OK')	image/jpeg	etag:%2259247cd2-def5%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/6.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/6.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:15	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257967c4a-90b5%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/js/bootstrap.min.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/js/bootstrap.min.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:15	84380/84380	---MCZ	200	added ('OK')	application/javascript	etag:W/%225659d386-1499c%22	http://jthemes.org/demo-admin/cubic/plugins/components/jquery/dist/jquery.min.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/jquery/dist/jquery.min.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:16	4475/4475	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257d978ce-117b%22	http://jthemes.org/demo-admin/cubic/cubic-html/js/jquery.slimscroll.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/js/jquery.slimscroll.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:16	4237/4237	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257d97790-108d%22	http://jthemes.org/demo-admin/cubic/cubic-html/js/waves.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/js/waves.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:17	13146/13146	---MCZ	200	added ('OK')	application/javascript	etag:W/%225952fb98-335a%22	http://jthemes.org/demo-admin/cubic/cubic-html/js/sidebarmenu.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/js/sidebarmenu.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:17	6695/6695	---MCZ	200	added ('OK')	application/javascript	etag:W/%22594162dc-1a27%22	http://jthemes.org/demo-admin/cubic/cubic-html/js/custom.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/js/custom.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:19	6971/6971	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258d472c2-1b3b%22	http://jthemes.org/demo-admin/cubic/plugins/components/chartist-plugin-tooltip-master/dist/chartist-plugin-tooltip.min.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/chartist-plugin-tooltip-master/dist/chartist-plugin-tooltip.min.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:20	36964/36964	---MCZ	200	added ('OK')	application/javascript	etag:W/%22589a09b6-9064%22	http://jthemes.org/demo-admin/cubic/plugins/components/chartist-js/dist/chartist.min.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/chartist-js/dist/chartist.min.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:21	8453/8453	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591bb6e0-2105%22	http://jthemes.org/demo-admin/cubic/plugins/components/sparkline/jquery.charts-sparkline.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/sparkline/jquery.charts-sparkline.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:22	43247/43247	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255970f4a-a8ef%22	http://jthemes.org/demo-admin/cubic/plugins/components/sparkline/jquery.sparkline.min.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/sparkline/jquery.sparkline.min.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:23	3990/3990	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255a69d22-f96%22	http://jthemes.org/demo-admin/cubic/plugins/components/easypiechart/dist/jquery.easypiechart.min.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/easypiechart/dist/jquery.easypiechart.min.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:23	26225/26225	---MCZ	200	added ('OK')	application/javascript	etag:W/%225671a99a-6671%22	http://jthemes.org/demo-admin/cubic/plugins/components/knob/jquery.knob.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/knob/jquery.knob.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:23	4445/4445	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591a7196-115d%22	http://jthemes.org/demo-admin/cubic/cubic-html/js/db1.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/js/db1.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:24	1433/1433	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258ebbc70-599%22	http://jthemes.org/demo-admin/cubic/plugins/components/styleswitcher/jQuery.style.switcher.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/styleswitcher/jQuery.style.switcher.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:38	619619/619619	---M--	200	added ('OK')	image/jpeg	etag:%2258f5cc2c-97463%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/hanna.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/hanna.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:39	775485/775485	---M--	200	added ('OK')	image/png	etag:%225923644e-bd53d%22	http://jthemes.org/demo-admin/cubic/plugins/images/favicon.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/favicon.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:44:40	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5387a276a5980%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.eot	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.eot	(from http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/css/bootstrap.min.css)
13:44:41	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5387a276a5980%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.eot?	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regulard41d.eot	(from http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/css/bootstrap.min.css)
13:44:42	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%2257965db6-466c%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2	(from http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/css/bootstrap.min.css)
13:44:43	23424/23424	---M--	200	added ('OK')	font/woff	etag:%2257965db6-5b80%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.woff	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.woff	(from http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/css/bootstrap.min.css)
13:44:45	45404/45404	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2257965db6-b15c%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.ttf	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.ttf	(from http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/css/bootstrap.min.css)
13:44:46	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257965db6-1a8c2%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.svg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/fonts/glyphicons-halflings-regular.svg	(from http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap/dist/css/bootstrap.min.css)
13:44:53	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-53c7a08fc9180%22	http://jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.eot?v=4.5.0	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont3295.eot	(from http://jthemes.org/demo-admin/cubic/cubic-html/css/style.css)
13:44:57	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-53c7a08fc9180%22	http://jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.eot?	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://jthemes.org/demo-admin/cubic/cubic-html/css/style.css)
13:44:57	66624/66624	---M--	200	added ('OK')	font/woff2	etag:%2257d97796-10440%22	http://jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.woff2?v=4.5.0	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont3295.woff2	(from http://jthemes.org/demo-admin/cubic/cubic-html/css/style.css)
13:45:01	31067/31067	---MCZ	200	added ('OK')	text/css	etag:W/%2259021fbc-795b%22	http://jthemes.org/demo-admin/cubic/plugins/components/fullcalendar/fullcalendar.css	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/fullcalendar/fullcalendar.css	(from http://jthemes.org/demo-admin/cubic/cubic-html/index2.html)
13:45:03	366270/366270	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257d97796-596be%22	http://jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.svg?v=4.5.0	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont3295.svg	(from http://jthemes.org/demo-admin/cubic/cubic-html/css/style.css)
13:45:03	6384/6384	---M--	200	added ('OK')	image/jpeg	etag:%225908f250-18f0%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/jeffery.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/jeffery.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index2.html)
13:45:04	83588/83588	---M--	200	added ('OK')	font/woff	etag:%2257d97796-14684%22	http://jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.woff?v=4.5.0	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont3295.woff	(from http://jthemes.org/demo-admin/cubic/cubic-html/css/style.css)
13:45:05	6768/6768	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591c7458-1a70%22	http://jthemes.org/demo-admin/cubic/cubic-html/js/db2.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/js/db2.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index2.html)
13:45:07	41351/41351	---MCZ	200	added ('OK')	text/css	etag:W/%225910ba34-a187%22	http://jthemes.org/demo-admin/cubic/plugins/components/css-chart/css-chart.css	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/css-chart/css-chart.css	(from http://jthemes.org/demo-admin/cubic/cubic-html/index3.html)
13:45:07	61317/61317	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258a35856-ef85%22	http://jthemes.org/demo-admin/cubic/plugins/components/moment/moment.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/moment/moment.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index2.html)
13:45:09	10843/10843	---M--	200	added ('OK')	image/jpeg	etag:%22590cdeb0-2a5b%22	http://jthemes.org/demo-admin/cubic/plugins/images/a1.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/a1.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index3.html)
13:45:09	12186/12186	---M--	200	added ('OK')	image/jpeg	etag:%22591b9f48-2f9a%22	http://jthemes.org/demo-admin/cubic/plugins/images/a2.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/a2.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index3.html)
13:45:10	1527/1527	---M--	200	added ('OK')	image/png	etag:%22590baa82-5f7%22	http://jthemes.org/demo-admin/cubic/plugins/images/q.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/q.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index3.html)
13:45:10	142072/142072	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2257d97796-22af8%22	http://jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont.ttf?v=4.5.0	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/less/icons/font-awesome/fonts/fontawesome-webfont3295.ttf	(from http://jthemes.org/demo-admin/cubic/cubic-html/css/style.css)
13:45:10	10683/10683	---M--	200	added ('OK')	image/jpeg	etag:%22591b9f5c-29bb%22	http://jthemes.org/demo-admin/cubic/plugins/images/a3.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/a3.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index3.html)
13:45:11	2074/2074	---MCZ	200	added ('OK')	application/javascript	etag:W/%225910f7d2-81a%22	http://jthemes.org/demo-admin/cubic/plugins/components/custom-chart/chart.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/custom-chart/chart.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index3.html)
13:45:12	3671/3671	---MCZ	200	added ('OK')	application/javascript	etag:W/%225952f910-e57%22	http://jthemes.org/demo-admin/cubic/cubic-html/js/db3.js	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/js/db3.js	(from http://jthemes.org/demo-admin/cubic/cubic-html/index3.html)
13:45:12	509/509	---MCZ	200	added ('OK')	text/css	etag:W/%22573601bc-1fd%22	http://jthemes.org/demo-admin/cubic/plugins/components/morrisjs/morris.css	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/components/morrisjs/morris.css	(from http://jthemes.org/demo-admin/cubic/cubic-html/index4.html)
13:45:12	20911/20911	---M--	200	added ('OK')	image/jpeg	etag:%22590b5934-51af%22	http://jthemes.org/demo-admin/cubic/plugins/images/cloud.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/cloud.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index3.html)
13:45:13	2952/2952	---M--	200	added ('OK')	image/png	etag:%2259175d24-b88%22	http://jthemes.org/demo-admin/cubic/plugins/images/p1.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/p1.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index4.html)
13:45:13	1933/1933	---M--	200	added ('OK')	image/png	etag:%2259175e4c-78d%22	http://jthemes.org/demo-admin/cubic/plugins/images/p3.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/p3.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index4.html)
13:45:14	3400/3400	---M--	200	added ('OK')	image/png	etag:%2259175ecc-d48%22	http://jthemes.org/demo-admin/cubic/plugins/images/p4.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/p4.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index4.html)
13:45:14	15223/15223	---M--	200	added ('OK')	image/png	etag:%2259175fbc-3b77%22	http://jthemes.org/demo-admin/cubic/plugins/images/p2.png	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/p2.png	(from http://jthemes.org/demo-admin/cubic/cubic-html/index4.html)
